,loss,accuracy,auc,recall,precision,f1_score,val_loss,val_accuracy,val_auc,val_recall,val_precision,val_f1_score,lr
0,2270.287109375,0.259162038564682,0.6264984607696533,0.25915589928627014,0.2591622471809387,0.259202778339386,1138.201416015625,0.3358031213283539,0.665407121181488,0.3358031213283539,0.3358196020126343,0.33582767844200134,0.01
1,938.5731201171875,0.40596306324005127,0.7009175419807434,0.4059569239616394,0.40596190094947815,0.4059547483921051,960.5340576171875,0.4351186156272888,0.7157001495361328,0.4351186156272888,0.4351186156272888,0.4352833032608032,0.01
2,759.22216796875,0.4544796645641327,0.7254602313041687,0.4544796645641327,0.4544796645641327,0.45449283719062805,565.965576171875,0.4588434398174286,0.7275232076644897,0.4588434398174286,0.4588434398174286,0.4588357210159302,0.01
3,624.8265380859375,0.4866502583026886,0.7417853474617004,0.4866502583026886,0.4866562485694885,0.48666176199913025,576.9297485351562,0.4998895823955536,0.7486295104026794,0.4998895823955536,0.4999018609523773,0.5000420808792114,0.01
4,571.269287109375,0.5097492933273315,0.7534035444259644,0.5097492933273315,0.509755551815033,0.5097655057907104,504.4413146972656,0.47974681854248047,0.7385575771331787,0.47974681854248047,0.4797585606575012,0.47951188683509827,0.01
5,508.474609375,0.5262731909751892,0.7617147564888,0.5262731909751892,0.5262764096260071,0.5263028740882874,501.3533630371094,0.5207929611206055,0.7589503526687622,0.5207929611206055,0.5207929611206055,0.520934522151947,0.01
6,506.17333984375,0.5351914167404175,0.7662745714187622,0.5351914167404175,0.5351979732513428,0.5351952314376831,480.85247802734375,0.4947618842124939,0.7459378242492676,0.4947618842124939,0.4947618842124939,0.49468994140625,0.01
7,467.3440856933594,0.5461888909339905,0.7718058228492737,0.5461888909339905,0.5461922287940979,0.5461816191673279,536.76025390625,0.502760112285614,0.7498944401741028,0.502760112285614,0.5027724504470825,0.5026148557662964,0.01
8,438.9312438964844,0.5567325353622437,0.7773600816726685,0.5567325353622437,0.556739330291748,0.5567622184753418,510.0308532714844,0.4452022910118103,0.7209147810935974,0.4452022910118103,0.4452022910118103,0.4451214075088501,0.01
9,411.6095275878906,0.5658531785011292,0.7818851470947266,0.5658531785011292,0.565867006778717,0.5658426284790039,468.87005615234375,0.5256262421607971,0.7613071203231812,0.5256262421607971,0.5256262421607971,0.5256291031837463,0.01
10,403.487060546875,0.5716309547424316,0.7848325967788696,0.571606457233429,0.5716239809989929,0.5716326832771301,536.6541748046875,0.4608061909675598,0.7286642789840698,0.4608061909675598,0.4608061909675598,0.46082746982574463,0.01
11,421.7762451171875,0.5752620697021484,0.7865645289421082,0.5752559304237366,0.5752629637718201,0.5752767324447632,349.3140563964844,0.544346034526825,0.7709917426109314,0.544346034526825,0.544346034526825,0.5442504286766052,0.01
12,380.5423278808594,0.5838061571121216,0.7909963130950928,0.5838061571121216,0.5838133096694946,0.5838114023208618,340.19921875,0.5692975521087646,0.7836671471595764,0.5692975521087646,0.5692975521087646,0.5692873597145081,0.01
13,372.16082763671875,0.5899949073791504,0.7939249277114868,0.5899949073791504,0.5900130271911621,0.5900061130523682,415.3871154785156,0.5441251993179321,0.7709813117980957,0.5441251993179321,0.5441251993179321,0.5439325571060181,0.01
