,loss,accuracy,auc,recall,precision,f1_score,val_loss,val_accuracy,val_auc,val_recall,val_precision,val_f1_score,lr
43,0.061970219016075134,0.9896219968795776,0.9999397397041321,0.9785263538360596,0.9963900446891785,0.987339198589325,0.09392216056585312,0.9764223694801331,0.9993171095848083,0.9656517505645752,0.9881499409675598,0.9767175912857056,0.01
44,0.060496583580970764,0.989818274974823,0.999950110912323,0.97932368516922,0.9964303374290466,0.9877700805664062,0.09326573461294174,0.9763487577438354,0.9993297457695007,0.965602695941925,0.9880748987197876,0.9767096638679504,0.01
45,0.059256576001644135,0.9903948307037354,0.9999567866325378,0.9797898530960083,0.9967802166938782,0.9881763458251953,0.0926087498664856,0.9767904281616211,0.999366819858551,0.9661669731140137,0.9881561994552612,0.9769805669784546,0.01
46,0.05865810438990593,0.990253746509552,0.9999446868896484,0.9801210761070251,0.9964829087257385,0.9882015585899353,0.09217634797096252,0.9763978719711304,0.9993916749954224,0.9661915302276611,0.9880325198173523,0.9769502282142639,0.01
47,0.05752670019865036,0.9907505512237549,0.9999387264251709,0.9807528257369995,0.9967274069786072,0.9886441826820374,0.0914626270532608,0.9767904281616211,0.9993682503700256,0.966633141040802,0.9882113933563232,0.977246880531311,0.01
48,0.0565902404487133,0.990523636341095,0.9999610781669617,0.9809000492095947,0.9968770146369934,0.9887911677360535,0.09076455980539322,0.9767658710479736,0.9993563294410706,0.9666576981544495,0.9884347915649414,0.977394700050354,0.01
49,0.0556391216814518,0.9908487200737,0.9999581575393677,0.9814459085464478,0.9968414902687073,0.9890532493591309,0.09048880636692047,0.9768639802932739,0.9993808269500732,0.9666821956634521,0.9881623983383179,0.9772772192955017,0.01
50,0.05534303933382034,0.9910020232200623,0.9999459385871887,0.9815992712974548,0.9966433048248291,0.9890332221984863,0.08984120190143585,0.9770602583885193,0.9993571043014526,0.9669275283813477,0.9885867834091187,0.9775662422180176,0.01
51,0.05459339916706085,0.9910020232200623,0.9999458193778992,0.9821022152900696,0.9966760873794556,0.9893092513084412,0.08940166980028152,0.9770357608795166,0.9993575215339661,0.9670993089675903,0.9884152412414551,0.9776026606559753,0.01
52,0.05334758386015892,0.9912903308868408,0.9999622106552124,0.9821083545684814,0.9971664547920227,0.9895526170730591,0.0889732763171196,0.97745281457901,0.9993821382522583,0.9675163626670837,0.9885936379432678,0.9778799414634705,0.01
53,0.05255690962076187,0.9917809963226318,0.9999527931213379,0.9829548001289368,0.9971874952316284,0.9899914860725403,0.08850856870412827,0.9776245951652527,0.9993823170661926,0.9678353071212769,0.9883248805999756,0.9779397249221802,0.01
54,0.052128683775663376,0.9916399121284485,0.999965488910675,0.9829792976379395,0.9968401789665222,0.9898377656936646,0.08820334076881409,0.9776736497879028,0.9993703365325928,0.9680315852165222,0.9881539940834045,0.9779190421104431,0.01
55,0.051341429352760315,0.9917073845863342,0.9999595880508423,0.9832369089126587,0.9971014261245728,0.9900962114334106,0.08763435482978821,0.9774037599563599,0.9993953108787537,0.96815425157547,0.9884276986122131,0.9781557321548462,0.01
