,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.3008458316326141,0.1619336009025573,2.559138774871826,0.7703070640563965,0.1144709512591362,0.5030790567398071,0.3987063765525818,1.7421282529830933,0.8013788461685181,0.2994430661201477
1,0.5688769817352295,0.5078887343406677,1.5021013021469116,0.8020659685134888,0.4095757305622101,0.6444956660270691,0.6066736578941345,1.2283663749694824,0.8339879512786865,0.5105130076408386
2,0.6725835204124451,0.6492183804512024,1.1309300661087036,0.8349972367286682,0.5617436766624451,0.6952329277992249,0.6792802810668945,1.0548820495605469,0.8398734331130981,0.5991560220718384
3,0.728951096534729,0.717924177646637,0.9297049641609192,0.8566270470619202,0.6431546211242676,0.7417993545532227,0.7349792122840881,0.8724578022956848,0.8540464043617249,0.6679996848106384
4,0.7672246098518372,0.7611809372901917,0.7913801670074463,0.8717828989028931,0.6968295574188232,0.7842194437980652,0.7804637551307678,0.732285737991333,0.8785644173622131,0.7219018936157227
5,0.795175313949585,0.791504979133606,0.6933714747428894,0.8845327496528625,0.7349558472633362,0.8061286807060242,0.8046917915344238,0.6607388854026794,0.8863551020622253,0.7543119192123413
6,0.8138949871063232,0.8126233220100403,0.6221662759780884,0.8930329084396362,0.7623729705810547,0.8191074132919312,0.8196402192115784,0.6109132170677185,0.8930202126502991,0.7725164890289307
7,0.830044686794281,0.8294728398323059,0.5657123923301697,0.9002851843833923,0.7842575907707214,0.8439363241195679,0.8448653221130371,0.5345962643623352,0.9064764380455016,0.8042395710945129
8,0.8397848606109619,0.839698076248169,0.5388280153274536,0.9060815572738647,0.7969540953636169,0.8539218306541443,0.8544852137565613,0.4869614541530609,0.9189609289169312,0.8123850226402283
9,0.8543091416358948,0.8550561666488647,0.484823614358902,0.9129433631896972,0.8168820738792419,0.8481807708740234,0.8481289148330688,0.5150618553161621,0.9065356254577636,0.8102750182151794
10,0.8657421469688416,0.866660475730896,0.4467918872833252,0.9192827343940736,0.8314124941825867,0.8688878417015076,0.8712072372436523,0.4347938299179077,0.920958936214447,0.8378763198852539
11,0.8756723999977112,0.8766069412231445,0.41105517745018,0.9238846302032472,0.8446242213249207,0.8602762818336487,0.86060631275177,0.4743307828903198,0.9127110838890076,0.8260506987571716
12,0.8827996253967285,0.883806586265564,0.3852356374263763,0.9276275634765624,0.8538552522659302,0.8746779561042786,0.8769537210464478,0.4205366671085357,0.9229698181152344,0.8457518815994263
13,0.8899697661399841,0.8909040689468384,0.359559565782547,0.9312222599983216,0.8632641434669495,0.8743099570274353,0.8767664432525635,0.432563304901123,0.9153835773468018,0.8503888845443726
14,0.8951403498649597,0.8964136242866516,0.3416709005832672,0.933939516544342,0.8706122040748596,0.8814985752105713,0.8848246335983276,0.3999517261981964,0.9213938117027284,0.8595892786979675
15,0.900752604007721,0.9020865559577942,0.3228883445262909,0.937097668647766,0.8777577877044678,0.8843200206756592,0.8865916728973389,0.4010094106197357,0.922632336616516,0.8616501688957214
16,0.9057698845863342,0.9066269993782043,0.3067367076873779,0.9394636750221252,0.8836215138435364,0.8870679140090942,0.8906999230384827,0.3836236298084259,0.9247193932533264,0.8670477867126465
17,0.9011512994766236,0.9027259349822998,0.3271733522415161,0.9376227259635924,0.8784509301185608,0.9179322123527528,0.9194523096084596,0.269592136144638,0.9517598748207092,0.8969552516937256
18,0.906935214996338,0.908986508846283,0.3012991845607757,0.9413841962814332,0.8861669301986694,0.91525799036026,0.9176436066627502,0.2758301496505737,0.9450926780700684,0.8982310891151428
19,0.912498414516449,0.914406716823578,0.2829478979110718,0.9445132613182068,0.8932082653045654,0.9110870957374572,0.913604974746704,0.2977454960346222,0.9413436055183412,0.8941828608512878
20,0.9165220260620116,0.9179160594940186,0.2672168910503387,0.9461703896522522,0.8979556560516357,0.9169017672538756,0.9192511439323424,0.2777049541473388,0.9456681609153748,0.9006109237670898
21,0.919275999069214,0.920701801776886,0.2573863565921783,0.94743013381958,0.9017953276634216,0.9096395969390868,0.912153661251068,0.3012666404247284,0.9374292492866516,0.8943055272102356
22,0.9232505559921264,0.9245948195457458,0.2448201030492782,0.9501819610595704,0.9064077734947203,0.9179567694664,0.9206674695014954,0.2717525660991668,0.9440274834632874,0.9041438698768616
23,0.9260229468345642,0.927258849143982,0.2347497642040252,0.9514822959899902,0.9100817441940308,0.9212443828582764,0.9244447350502014,0.2660277485847473,0.9458707571029664,0.9093206524848938
24,0.9289118647575378,0.929961323738098,0.2266538292169571,0.9528753757476808,0.9135533571243286,0.91790771484375,0.9216247797012328,0.2767076790332794,0.9450180530548096,0.9049534797668456
25,0.9297276139259338,0.9316287636756896,0.2195532768964767,0.9535531401634216,0.9159577488899232,0.913148045539856,0.9155647158622742,0.2956021130084991,0.938923478126526,0.8991633653640747
26,0.9327453374862672,0.9339113235473632,0.2125415056943893,0.954980731010437,0.9187055826187134,0.9216614961624146,0.9247040748596193,0.2682254314422607,0.9452131390571594,0.9100566506385804
27,0.9205394983291626,0.9224498867988586,0.2576092183589935,0.9484646320343018,0.9038561582565308,0.9282612204551696,0.9294191598892212,0.230554386973381,0.954842209815979,0.911479651927948
28,0.926145613193512,0.9273118376731871,0.2369352579116821,0.952008068561554,0.9097321629524232,0.9234524965286256,0.925719141960144,0.2508467137813568,0.9502053260803224,0.9082656502723694
29,0.928635835647583,0.9298931360244752,0.2266446352005005,0.9532709717750548,0.913160800933838,0.927108108997345,0.9291208982467652,0.2368206828832626,0.9525614976882936,0.9123874306678772
30,0.9317946434020996,0.9328385591506958,0.2168986201286316,0.9546089768409728,0.9171476364135742,0.9199440479278564,0.922135293483734,0.2686848044395447,0.9443762898445128,0.9064010381698608
31,0.9343400597572328,0.9354902505874634,0.2092312127351761,0.9563170075416564,0.9204720258712769,0.9297087788581848,0.9314310550689696,0.2378911972045898,0.9498730897903442,0.9182021021842957
32,0.9366953372955322,0.9380743503570556,0.1989300400018692,0.9581925272941588,0.9235879182815552,0.9281876683235168,0.9308775663375854,0.244623452425003,0.9493526220321656,0.9174661040306092
33,0.9381612539291382,0.9395827054977416,0.1951236277818679,0.9589136838912964,0.9256181120872498,0.9194043278694152,0.9222140908241272,0.2740003764629364,0.9410449266433716,0.9085600972175598
34,0.940663754940033,0.9418843984603882,0.1853871047496795,0.9597173929214478,0.9289486408233644,0.9271326661109924,0.9295889139175416,0.2499691396951675,0.9484782218933104,0.9159694910049438
35,0.9417003393173218,0.9427381753921508,0.1819881051778793,0.9602441787719728,0.9300711154937744,0.9290218353271484,0.9316391944885254,0.2473490834236145,0.9477062821388244,0.9199440479278564
36,0.9429638385772704,0.9439684748649596,0.1773286014795303,0.9604687690734864,0.9319970607757568,0.9209499955177308,0.9241146445274352,0.2772616744041443,0.9426764249801636,0.9106209874153136
37,0.9245263338088988,0.9255897998809814,0.2443920969963073,0.9506332874298096,0.9078062176704408,0.9319905042648317,0.933569610118866,0.221252903342247,0.9559816122055054,0.917539656162262
