,loss,accuracy,auc,recall,precision,f1_score,val_loss,val_accuracy,val_auc,val_recall,val_precision,val_f1_score,lr
0,0.8551206588745117,0.7293896079063416,0.9756880402565002,0.6547775864601135,0.8941080570220947,0.7479279041290283,0.5675155520439148,0.8153069615364075,0.988808274269104,0.7667436003684998,0.9371415972709656,0.8433070778846741,0.001
1,0.5221505165100098,0.8302860260009766,0.9902011752128601,0.787651538848877,0.9402865171432495,0.8568598628044128,0.5151757001876831,0.8301676511764526,0.9903883934020996,0.7891613841056824,0.9367549419403076,0.85640549659729,0.001
2,0.4422324299812317,0.8549855351448059,0.992812991142273,0.8167951703071594,0.9534727334976196,0.8795452117919922,0.4743212163448334,0.8487814664840698,0.9908725619316101,0.81180739402771,0.9461488723754883,0.8730390667915344,0.001
3,0.39561042189598083,0.8695605397224426,0.9941996932029724,0.835275411605835,0.9602778553962708,0.8931599855422974,0.45060262084007263,0.8572261929512024,0.9910492300987244,0.8259579539299011,0.9463346600532532,0.8816187381744385,0.001
4,0.3616795539855957,0.8794187903404236,0.9949856400489807,0.8475490808486938,0.9649987816810608,0.90223228931427,0.4295528829097748,0.8652397990226746,0.9916920065879822,0.8346055150032043,0.9543846249580383,0.8905525803565979,0.001
5,0.33400142192840576,0.8891185522079468,0.9956976771354675,0.8584724068641663,0.9692015647888184,0.910221517086029,0.42165839672088623,0.8689168691635132,0.9915084838867188,0.8394998908042908,0.9545283913612366,0.8926953673362732,0.001
6,0.3096728026866913,0.8967705368995667,0.9962846040725708,0.8677156567573547,0.9715291857719421,0.9164815545082092,0.4453560411930084,0.8686886429786682,0.989969789981842,0.8427966237068176,0.9501944184303284,0.8930628299713135,0.001
7,0.2928621470928192,0.9023938775062561,0.9965739250183105,0.8742772936820984,0.9724906086921692,0.9205984473228455,0.4392888844013214,0.8714528679847717,0.9897845387458801,0.846828818321228,0.9490152597427368,0.8947803378105164,0.001
8,0.27116450667381287,0.9091710448265076,0.9969853758811951,0.8826393485069275,0.9748692512512207,0.9262781739234924,0.44735008478164673,0.87221360206604,0.9892346858978271,0.8492379188537598,0.9471659660339355,0.8956260085105896,0.001
9,0.2524837255477905,0.9154473543167114,0.9974217414855957,0.8894228339195251,0.9762502908706665,0.9306110143661499,0.47803062200546265,0.8699566125869751,0.987433910369873,0.8477924466133118,0.9401029348373413,0.891514241695404,0.001
10,0.20191355049610138,0.9313600063323975,0.9984606504440308,0.9077762961387634,0.984522819519043,0.9444500803947449,0.4689703583717346,0.8814951777458191,0.9867925047874451,0.8640478849411011,0.94489586353302,0.9027730822563171,0.0005
11,0.1810464709997177,0.9386950135231018,0.998714804649353,0.9165440797805786,0.985568106174469,0.9496963620185852,0.5002101063728333,0.8807851076126099,0.9848814606666565,0.8652397990226746,0.9387794137001038,0.900684118270874,0.0005
12,0.16783805191516876,0.9428792595863342,0.9988383650779724,0.9219582080841064,0.9851108193397522,0.9523431658744812,0.5071389675140381,0.8807597756385803,0.984588623046875,0.866304874420166,0.9353540539741516,0.8996284008026123,0.0005
13,0.1540440022945404,0.9474565386772156,0.9989962577819824,0.9273025989532471,0.9858793020248413,0.9555703401565552,0.5580031871795654,0.8787563443183899,0.9816460609436035,0.866533100605011,0.9278266429901123,0.8954183459281921,0.0005
14,0.12844137847423553,0.9560848474502563,0.9993417859077454,0.9377123713493347,0.9887033104896545,0.9624300599098206,0.5531587600708008,0.884107232093811,0.9819010496139526,0.8727208375930786,0.9290033578872681,0.900192379951477,0.00025
15,0.11312128603458405,0.9611629843711853,0.9995298385620117,0.94499671459198,0.9896427989006042,0.9667174816131592,0.5803269743919373,0.8845383524894714,0.9805445671081543,0.8728983402252197,0.9293428659439087,0.9002441763877869,0.00025
16,0.10302957147359848,0.9649414420127869,0.999596357345581,0.9490033984184265,0.9901639819145203,0.969070553779602,0.6175550818443298,0.8844369053840637,0.9790918827056885,0.8739888072013855,0.9242652058601379,0.8982943892478943,0.00025
17,0.09474126249551773,0.9674329161643982,0.9996693134307861,0.9533207416534424,0.9901624321937561,0.9713305830955505,0.6390448808670044,0.8849948048591614,0.9780286550521851,0.8751553297042847,0.9231715798377991,0.8985590934753418,0.00025
18,0.08367055654525757,0.9715790748596191,0.9997320771217346,0.9578472971916199,0.9911373853683472,0.9741396903991699,0.6608604788780212,0.8868713974952698,0.976979672908783,0.8779956102371216,0.9205530285835266,0.8983182907104492,0.000125
19,0.07662547379732132,0.9739057421684265,0.9997889399528503,0.9615052938461304,0.991916298866272,0.9764073491096497,0.6873846650123596,0.8866938948631287,0.9761148691177368,0.8787056803703308,0.9188787937164307,0.8985646963119507,0.000125
20,0.07011067867279053,0.9762197732925415,0.999809205532074,0.9646688103675842,0.9918456077575684,0.9780263304710388,0.7146062254905701,0.8859584331512451,0.9750846028327942,0.8785788416862488,0.9153962135314941,0.8965110182762146,0.000125
21,0.06560283899307251,0.9778110384941101,0.9998307824134827,0.9669321179389954,0.9926068782806396,0.9795519709587097,0.7383579611778259,0.8864656686782837,0.9740761518478394,0.87987220287323,0.9154375791549683,0.8975520133972168,0.000125
22,0.06251979619264603,0.9790536165237427,0.9998661279678345,0.9680732488632202,0.9926607012748718,0.9801715612411499,0.7589070796966553,0.8869728446006775,0.9730805158615112,0.8807597756385803,0.9145753979682922,0.8973997235298157,6.25e-05
23,0.05895982310175896,0.9800933003425598,0.9998750686645508,0.9699878096580505,0.9931260943412781,0.9813727140426636,0.7658990025520325,0.8862627744674683,0.9732640385627747,0.8799229264259338,0.9132975339889526,0.8958615660667419,6.25e-05
