,train_loss,train_acc,train_f1,train_recall,train_precision,val_loss,val_acc,val_f1,val_recall,val_precision
106,0.0038906403826064013,0.9581825894071115,0.9565747596169187,0.9560935629647926,0.9569192676954262,0.0033252894683557005,0.904284668043696,0.9214527892595791,0.9266565498510997,0.9536539216720954
107,0.003931151640424653,0.9579195688221047,0.953362436376313,0.9640542502613549,0.9701401400049982,0.0035556004806165165,0.9015554026996264,0.9254569604534327,0.9128122943795106,0.943254964878213
108,0.0038762501583690175,0.9530842106109902,0.9704076853498194,0.9650879424352048,0.9728691550858185,0.003317237259127243,0.8980928246747776,0.9225133854658628,0.9155244693444027,0.9401162647606448
109,0.004032445802679227,0.9689089703106956,0.9631626008053288,0.9517566017347456,0.9722400082726149,0.003589424095457314,0.8985210600466129,0.9220847868731031,0.9174847329202831,0.9415527822966594
110,0.003725488591856559,0.9527962237815749,0.9715984368453925,0.9527815948523374,0.9745312148369962,0.003409688434578396,0.8954958426561967,0.924469849483137,0.9245952738932743,0.9561236766425232
111,0.004044657562583886,0.9550534415163168,0.9531192835916116,0.9549450864206177,0.96278711668259,0.003367767744504376,0.9078529745569767,0.9252659874256871,0.914778975781815,0.9537251059395252
112,0.004067092499882328,0.9616782466125559,0.964333063065755,0.9547367707442442,0.9639058547793001,0.0036358657267643677,0.9059866370565957,0.928531614021713,0.9224941107652036,0.9551721025566966
113,0.004140766398628212,0.9569934806923106,0.9699664335617068,0.968102586349415,0.9708818188123465,0.0035245686558824313,0.8965071831755689,0.9224435326801581,0.9216592592148374,0.9539867045259921
114,0.004187510441942833,0.957486940806784,0.9589766808093093,0.9585978390259778,0.9739068820371415,0.0032233035475056136,0.9057889495063138,0.934002537352038,0.9184934687899262,0.9556666625173948
115,0.0037250173246067483,0.9656674354885246,0.9637167246415261,0.9580904200874891,0.9549165899590675,0.00369900571018655,0.9045861418477011,0.9270517987149439,0.930903776654285,0.9533859012329576
116,0.003973033150138843,0.9575781000626579,0.9676197557334182,0.9566443606603798,0.9561811017943872,0.003494172334489948,0.8947959150231812,0.924310792439903,0.9226863088159925,0.9555163944193215
117,0.0039932681246678614,0.9603622275439226,0.9576057508419581,0.9527730977551928,0.9637112771658831,0.0035723709814545375,0.9059201550058443,0.9171166207708994,0.9273423277556251,0.9448684708041408
118,0.0038259524079010832,0.9583667196538425,0.9632234691549368,0.9653422572371196,0.9552382642609951,0.0035782519714822204,0.907907488045872,0.9196669823729254,0.9259529543604343,0.9397119335397467
119,0.003818197929463561,0.9529853072442713,0.9552312062135476,0.9610701014409845,0.9741531707673294,0.0034257927583834216,0.9099798010918806,0.9343580595449831,0.9181094481070687,0.9552975543297089
120,0.003934034506559196,0.9636502112512434,0.9582900838268207,0.9538963770262584,0.9615248074838306,0.0033459252882472655,0.9106072444332517,0.9276982890609029,0.9211088190956244,0.9447039037341962
121,0.003954184752843124,0.9602180822606355,0.9554035587243714,0.952905441956324,0.9725854244521713,0.003667969126883319,0.8962478692885173,0.9315356694672772,0.9262314137479777,0.9519695442471529
122,0.0040450447889025815,0.9571607452711975,0.9528873079264762,0.9495991533093842,0.9588037445186791,0.0032822358547164583,0.9018857884184669,0.930988053431751,0.9267261332817615,0.9546756865705207
123,0.004176321992319423,0.9560883831187941,0.9718860271299069,0.9580550345710104,0.9605270022868833,0.003692367973964114,0.9038710465295883,0.93346012418731,0.9222815009887306,0.942030387429974
124,0.00373240808107086,0.9701421080478086,0.9640924626361173,0.9502608808072115,0.9681688302935653,0.0032506640104113605,0.9057631842797036,0.9229124544948571,0.9282155065597698,0.9511700943081273
125,0.0038155731044856515,0.9588963262662875,0.9610903508044596,0.9678370203364391,0.9567278843310891,0.003442356621613975,0.9102687510529524,0.9291067618837435,0.9143138793607325,0.9571680094890208
126,0.0041552816013691075,0.9660004219820149,0.9698896894843221,0.954935933171216,0.9558288226174759,0.0034924423823309496,0.9108486600672302,0.931075671007185,0.9189199563284728,0.9555801572167094
127,0.003856433759576961,0.9600442280066962,0.9659380380385668,0.9654743923055041,0.9648717408437669,0.0033005947443956745,0.894670718159116,0.9224906681777031,0.9220973671861443,0.9557384503505567
128,0.0038451428311678127,0.9632558787485922,0.9632897889223062,0.9611993179648837,0.9632577879402543,0.00324173105559943,0.9080769024713713,0.932406835758292,0.9159465258297629,0.947946348094452
